Date,Time,Vehicle_Type,FastagID,TollBoothID,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Geographical_Location,Vehicle_Speed,Vehicle_State_Code,Vehicle_Plate_Number.2,Fraud_indicator,Fraud in Amount
4/17/2023,21:30:00,Van,FTG-481-BVC-954,B-102,Express,Medium,140,120,"13.059816123454882, 77.77068662374292",52,KA,50AB2345,Fraud,20
4/18/2023,03:10:00,Sedan,FTG-482-XCV-453,A-101,Regular,Medium,160,120,"13.059816123454882, 77.77068662374292",82,KA,53CD6789,Fraud,40
4/19/2023,07:40:00,SUV,FTG-140-PQR-365,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",56,KA,56EF0123,Not Fraud,0
4/20/2023,12:20:00,Bus ,FTG-484-POU-053,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",84,KA,59GH4567,Not Fraud,0
4/21/2023,16:55:00,Car,FTG-485-ZXC-773,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",69,KA,62IJ8901,Not Fraud,0
4/23/2023,04:15:00,Truck,FTG-487-HGT-183,C-103,Express,Large,350,180,"13.059816123454882, 77.77068662374292",49,KA,68MN6789,Fraud,170
4/24/2023,08:50:00,Van,FTG-470-ABC-720,B-102,Regular,Medium,140,100,"13.059816123454882, 77.77068662374292",76,KA,71OP0123,Fraud,40
4/25/2023,13:30:00,Sedan,FTG-489-QAZ-582,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",63,KA,74QR4567,Not Fraud,0
4/26/2023,18:05:00,SUV,FTG-490-RFD-282,B-102,Regular,Large,180,100,"13.059816123454882, 77.77068662374292",88,KA,77ST8901,Fraud,80
4/27/2023,23:40:00,Bus ,FTG-491-YUI-964,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",74,KA,80UV2345,Not Fraud,0
4/28/2023,05:20:00,Car,FTG-492-BVC-553,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",96,KA,83WX6789,Not Fraud,0
4/30/2023,14:30:00,Truck,FTG-494-KJH-790,C-103,Regular,Large,350,100,"13.059816123454882, 77.77068662374292",85,KA,89AB2345,Fraud,250
05-01-2023,18:05:00,Van,FTG-495-EDC-860,B-102,Express,Medium,140,180,"13.059816123454882, 77.77068662374292",52,KA,92CD6789,Fraud,-40
05-02-2023,23:45:00,Sedan,FTG-496-LMK-450,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",79,KA,95EF0123,Not Fraud,0
05-03-2023,03:15:00,SUV,FTG-497-PLN-180,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",66,KA,98GH4567,Not Fraud,0
05-04-2023,07:55:00,Bus ,FTG-498-VFR-870,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",90,KA,01IJ8901,Not Fraud,0
05-05-2023,12:30:00,Car,FTG-499-WSX-540,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",48,KA,04KL2345,Not Fraud,0
05-07-2023,21:45:00,Truck,FTG-501-XYZ-183,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",60,KA,10OP0123,Not Fraud,0
05-08-2023,03:25:00,Van,FTG-502-ABC-613,B-102,Regular,Medium,110,110,"13.042660878688794, 77.47580097259879",83,KA,13QR4567,Not Fraud,0
05-09-2023,08:55:00,Sedan,FTG-503-PQR-333,A-101,Express,Medium,100,100,"13.042660878688794, 77.47580097259879",71,KA,16ST8901,Not Fraud,0
05-10-2023,13:35:00,SUV,FTG-504-DEF-083,B-102,Regular,Large,130,180,"13.042660878688794, 77.47580097259879",97,KA,19UV2345,Fraud,-50
05-11-2023,18:10:00,Bus ,FTG-505-LMN-863,C-103,Express,Large,290,100,"13.042660878688794, 77.47580097259879",46,KA,22WX6789,Fraud,190
05-12-2023,23:50:00,Car,FTG-730-DEF-250,A-101,Regular,Small,60,60,"13.042660878688794, 77.47580097259879",81,KA,25YZ0123,Not Fraud,0
5/14/2023,10:05:00,Truck,FTG-508-UVW-853,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",93,KA,31CD6789,Not Fraud,0
5/15/2023,14:45:00,Van,FTG-509-RST-558,B-102,Express,Medium,110,110,"13.042660878688794, 77.47580097259879",57,KA,34EF0723,Not Fraud,0
5/16/2023,19:20:00,Sedan,FTG-510-MNO-218,A-101,Regular,Medium,100,100,"13.042660878688794, 77.47580097259879",86,KA,37GH4567,Not Fraud,0
5/17/2023,00:55:00,SUV,FTG-511-QWE-985,B-102,Express,Large,130,130,"13.042660878688794, 77.47580097259879",87,KA,40IJ8901,Not Fraud,0
5/18/2023,06:35:00,Bus ,FTG-200-HGT-610,C-103,Regular,Large,290,100,"13.042660878688794, 77.47580097259879",88,KA,43KL2345,Fraud,190
5/19/2023,11:05:00,Car,FTG-513-POI-327,A-101,Express,Small,60,60,"13.042660878688794, 77.47580097259879",89,KA,46MN6781,Not Fraud,0
5/21/2023,21:20:00,Truck,FTG-515-DCV-774,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",91,KA,52QR4567,Not Fraud,0
5/22/2023,02:00:00,Van,FTG-516-NBH-413,B-102,Regular,Medium,110,100,"13.042660878688794, 77.47580097259879",92,KA,55ST8901,Fraud,10
5/23/2023,06:30:00,Sedan,FTG-517-LKI-113,A-101,Express,Medium,100,100,"13.042660878688794, 77.47580097259879",93,KA,58UV2345,Not Fraud,0
5/24/2023,11:05:00,SUV,FTG-518-UYT-813,B-102,Regular,Large,130,100,"13.042660878688794, 77.47580097259879",66,KA,61WX6789,Fraud,30
5/25/2023,16:45:00,Bus ,FTG-550-UVW-980,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",67,KA,64YZ0123,Not Fraud,0
5/26/2023,21:20:00,Car,FTG-520-TYU-513,A-101,Regular,Small,60,60,"13.042660878688794, 77.47580097259879",68,KA,67AB2345,Not Fraud,0
5/28/2023,07:30:00,Truck,FTG-602-ABC-693,C-103,Regular,Large,290,100,"13.042660878688794, 77.47580097259879",70,KA,73EF0123,Fraud,190
5/29/2023,12:05:00,Van,FTG-603-PQR-393,B-102,Express,Medium,110,110,"13.042660878688794, 77.47580097259879",71,KA,76GH4567,Not Fraud,0
5/30/2023,16:40:00,Sedan,FTG-604-DEF-938,A-101,Regular,Medium,100,0,"13.042660878688794, 77.47580097259879",72,KA,79IJ8901,Fraud,100
5/31/2023,22:20:00,SUV,FTG-605-LMN-735,B-102,Express,Large,130,100,"13.042660878688794, 77.47580097259879",73,KA,82KL2345,Fraud,30
06-01-2023,03:00:00,Bus ,FTG-606-GHI-335,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",74,KA,85MN6789,Not Fraud,0
06-02-2023,07:30:00,Car,FTG-607-JKL-196,A-101,Express,Small,60,60,"13.042660878688794, 77.47580097259879",75,KA,88OP0123,Not Fraud,0
06-04-2023,15:40:00,Truck,FTG-609-RST-535,C-103,Express,Large,290,60,"13.042660878688794, 77.47580097259879",77,KA,94ST8901,Fraud,230
06-05-2023,21:20:00,Van,FTG-610-MNO-235,B-102,Regular,Medium,110,110,"13.042660878688794, 77.47580097259879",78,KA,97UV2345,Not Fraud,0
06-06-2023,02:55:00,Sedan,FTG-810-MNO-350,A-101,Express,Medium,100,100,"13.042660878688794, 77.47580097259879",79,KA,02WX6189,Not Fraud,0
06-07-2023,06:30:00,SUV,FTG-612-ZXC-645,B-102,Regular,Large,130,130,"13.042660878688794, 77.47580097259879",80,KA,05YZ0123,Not Fraud,0
06-08-2023,11:10:00,Bus ,FTG-613-POI-327,C-103,Express,Large,290,100,"13.042660878688794, 77.47580097259879",81,KA,08AB2345,Fraud,190
06-09-2023,15:50:00,Car,FTG-614-KJH-097,A-101,Regular,Small,60,60,"13.042660878688794, 77.47580097259879",82,KA,11CD6789,Not Fraud,0
06-11-2023,01:00:00,Truck,FTG-616-NBH-427,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",84,KA,17GH4517,Not Fraud,0
06-12-2023,06:40:00,Van,FTG-617-LKI-195,B-102,Express,Medium,110,90,"13.042660878688794, 77.47580097259879",85,KA,20IJ7901,Fraud,20
6/13/2023,11:15:00,Sedan,FTG-380-IJK-720,A-101,Regular,Medium,100,100,"13.042660878688794, 77.47580097259879",86,KA,23KL2845,Not Fraud,0
6/14/2023,15:50:00,SUV,FTG-619-FRD-555,B-102,Express,Large,130,130,"13.042660878688794, 77.47580097259879",40,KA,26MN6589,Not Fraud,0
6/15/2023,21:30:00,Bus ,FTG-620-TYU-259,C-103,Regular,Large,290,100,"13.042660878688794, 77.47580097259879",41,KA,29OP0023,Fraud,190
6/16/2023,03:10:00,Car,FTG-621-BVC-959,A-101,Express,Small,60,0,"13.042660878688794, 77.47580097259879",42,KA,32QR4067,Fraud,60
6/18/2023,12:20:00,Truck,FTG-623-NMK-354,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",44,KA,38UV2045,Not Fraud,0
6/19/2023,16:55:00,Van,FTG-624-CDE-084,B-102,Regular,Medium,110,110,"13.042660878688794, 77.47580097259879",45,KA,41WX6089,Not Fraud,0
6/20/2023,22:35:00,Sedan,FTG-625-VBN-784,A-101,Express,Medium,100,100,"13.042660878688794, 77.47580097259879",46,KA,44YZ0103,Not Fraud,0
6/21/2023,04:15:00,SUV,FTG-626-PLM-441,B-102,Regular,Large,130,90,"13.042660878688794, 77.47580097259879",47,KA,47AB2045,Fraud,40
6/22/2023,08:50:00,Bus ,FTG-627-HGT-142,C-103,Express,Large,290,60,"13.042660878688794, 77.47580097259879",45,KA,50CD6089,Fraud,230
5/26/2023,21:45:00,Car,FTG-628-WSX-852,A-101,Regular,Small,60,90,"13.042660878688794, 77.47580097259879",50,KA,53EF0103,Fraud,-30
6/14/2023,13:30:00,Truck,FTG-630-LPO-252,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",48,KA,59IJ8991,Not Fraud,0
08-01-2023,20:15:00,Van,FTG-631-ZAS-942,B-102,Express,Medium,110,100,"13.042660878688794, 77.47580097259879",60,KA,62KL2045,Fraud,10
9/27/2023,19:15:00,Sedan,FTG-632-IXC-642,A-101,Regular,Medium,100,100,"13.042660878688794, 77.47580097259879",42,KA,65MN5789,Not Fraud,0
10/16/2023,08:15:00,SUV,FTG-620-RST-150,B-102,Express,Large,130,100,"13.042660878688794, 77.47580097259879",57,KA,02YZ8901,Fraud,30
01-01-2023,08:15:00,Bus ,FTG-634-RFV-082,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",49,KA,05AB2145,Not Fraud,0
01-02-2023,12:45:00,Car,FTG-890-XYZ-465,A-101,Express,Small,60,60,"13.042660878688794, 77.47580097259879",52,KA,08CD6989,Not Fraud,0
01-12-2023,08:30:00,Truck,FTG-637-NJI-192,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",58,KA,14GH1567,Not Fraud,0
1/13/2023,14:20:00,Van,FTG-638-LKJ-892,B-102,Regular,Medium,110,60,"13.042660878688794, 77.47580097259879",53,KA,17IJ1901,Fraud,50
1/14/2023,20:15:00,Sedan,FTG-430-PQR-710,A-101,Express,Medium,100,60,"13.042660878688794, 77.47580097259879",47,KA,20KL2115,Fraud,40
1/15/2023,03:05:00,SUV,FTG-640-POU-211,B-102,Regular,Large,130,130,"13.042660878688794, 77.47580097259879",51,KA,23MN6119,Not Fraud,0
1/16/2023,09:50:00,Bus ,FTG-641-ZXC-991,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",44,KA,26OP1123,Not Fraud,0
1/17/2023,15:35:00,Car,FTG-642-VBN-691,A-101,Regular,Small,60,60,"13.042660878688794, 77.47580097259879",59,KA,29QR1567,Not Fraud,0
1/19/2023,04:10:00,Truck,FTG-644-MKH-095,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",43,KA,35UV2315,Not Fraud,0
1/20/2023,10:00:00,Van,FTG-645-DCF-764,B-102,Express,Medium,110,110,"13.042660878688794, 77.47580097259879",56,KA,38WX6719,Not Fraud,0
1/21/2023,15:45:00,Sedan,FTG-646-POI-434,A-101,Regular,Medium,100,180,"13.042660878688794, 77.47580097259879",50,KA,41YZ1213,Fraud,-80
1/22/2023,21:30:00,SUV,FTG-647-XCV-104,B-102,Express,Large,130,100,"13.042660878688794, 77.47580097259879",45,KA,44AB2115,Fraud,30
1/23/2023,04:15:00,Bus ,FTG-648-JKL-873,C-103,Regular,Large,290,100,"13.042660878688794, 77.47580097259879",55,KA,47CD6189,Fraud,190
1/24/2023,10:05:00,Car,FTG-649-RFD-542,A-101,Express,Small,60,60,"13.042660878688794, 77.47580097259879",48,KA,50EF6123,Not Fraud,0
1/26/2023,22:50:00,Truck,FTG-651-YUI-984,C-103,Express,Large,290,110,"13.042660878688794, 77.47580097259879",42,KA,56IJ8911,Fraud,180
1/27/2023,05:35:00,Van,FTG-652-BVC-652,B-102,Regular,Medium,110,110,"13.042660878688794, 77.47580097259879",57,KA,59KL2145,Not Fraud,0
1/28/2023,11:25:00,Sedan,FTG-700-ABC-360,A-101,Express,Medium,100,100,"13.042660878688794, 77.47580097259879",49,KA,62MN6786,Not Fraud,0
1/29/2023,17:15:00,SUV,FTG-654-KJH-091,B-102,Regular,Large,130,130,"13.042660878688794, 77.47580097259879",52,KA,65OP0223,Not Fraud,0
1/30/2023,00:05:00,Bus ,FTG-655-EDC-761,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",46,KA,68QR4667,Not Fraud,0
1/31/2023,06:00:00,Car,FTG-656-LMK-431,A-101,Regular,Small,60,60,"13.042660878688794, 77.47580097259879",58,KA,71ST8801,Not Fraud,0
02-02-2023,18:30:00,Truck,FTG-658-VFR-871,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",47,KA,77WX6489,Not Fraud,0
02-03-2023,01:15:00,Van,FTG-659-WSX-541,B-102,Express,Medium,110,110,"13.042660878688794, 77.47580097259879",51,KA,80YZ0223,Not Fraud,0
02-04-2023,07:05:00,Sedan,FTG-660-QAZ-211,A-101,Regular,Medium,100,100,"13.042660878688794, 77.47580097259879",44,KA,83AB1345,Not Fraud,0
02-05-2023,13:00:00,SUV,FTG-661-POU-927,B-102,Express,Large,130,130,"13.042660878688794, 77.47580097259879",59,KA,86CD1789,Not Fraud,0
02-06-2023,19:45:00,Bus ,FTG-662-NJH-651,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",54,KA,89EF0121,Not Fraud,0
02-07-2023,02:30:00,Car,FTG-663-ZXC-322,A-101,Express,Small,60,100,"13.042660878688794, 77.47580097259879",43,KA,92GH4167,Fraud,-40
02-09-2023,14:10:00,Truck,FTG-665-LKJ-725,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",50,KA,98KL2145,Not Fraud,0
02-10-2023,20:05:00,Van,FTG-666-HGT-422,B-102,Regular,Medium,110,110,"13.042660878688794, 77.47580097259879",45,KA,01MN6189,Not Fraud,0
02-11-2023,02:55:00,Sedan,FTG-667-MKF-129,A-101,Express,Medium,100,60,"13.042660878688794, 77.47580097259879",55,KA,04OP0223,Fraud,40
02-12-2023,08:40:00,SUV,FTG-668-DCV-826,B-102,Regular,Large,130,60,"13.042660878688794, 77.47580097259879",48,KA,07QR4267,Fraud,70
2/13/2023,14:30:00,Bus ,FTG-669-NBH-542,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",60,KA,10ST8501,Not Fraud,0
2/14/2023,21:15:00,Car,FTG-670-POI-212,A-101,Regular,Small,60,60,"13.042660878688794, 77.47580097259879",42,KA,03UV2345,Not Fraud,0
2/16/2023,09:00:00,Truck,FTG-270-DEF-920,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",49,KA,09YZ0123,Not Fraud,0
2/17/2023,14:45:00,Van,FTG-673-KJH-322,B-102,Express,Medium,110,60,"13.042660878688794, 77.47580097259879",52,KA,52AB2345,Fraud,50
2/18/2023,20:30:00,Sedan,FTG-674-VFR-092,A-101,Regular,Medium,100,100,"13.042660878688794, 77.47580097259879",46,KA,55CD6789,Not Fraud,0
2/19/2023,03:15:00,SUV,FTG-675-YUI-766,B-102,Express,Large,130,90,"13.042660878688794, 77.47580097259879",58,KA,58EF0123,Fraud,40
2/20/2023,09:00:00,Bus ,FTG-520-HGT-180,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",53,KA,51GH4567,Not Fraud,0
2/21/2023,15:45:00,Car,FTG-677-LMK-106,A-101,Express,Small,60,0,"13.042660878688794, 77.47580097259879",47,KA,54IJ8901,Fraud,60
2/23/2023,04:20:00,Truck,FTG-679-RFD-541,C-103,Express,Large,290,180,"13.042660878688794, 77.47580097259879",44,KA,80MN6789,Fraud,110
2/24/2023,10:10:00,Van,FTG-780-UVW-540,B-102,Regular,Medium,110,110,"13.042660878688794, 77.47580097259879",59,KA,13OP1123,Not Fraud,0
2/25/2023,16:05:00,Sedan,FTG-681-BVC-981,A-101,Express,Medium,100,100,"13.042660878688794, 77.47580097259879",54,KA,46QR2567,Not Fraud,0
2/26/2023,22:55:00,SUV,FTG-682-XCV-658,B-102,Regular,Large,130,130,"13.042660878688794, 77.47580097259879",43,KA,49ST2901,Not Fraud,0
2/27/2023,05:40:00,Bus ,FTG-683-LKJ-327,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",56,KA,52UV1345,Not Fraud,0
2/28/2023,11:30:00,Car,FTG-684-POU-094,A-101,Regular,Small,60,60,"13.042660878688794, 77.47580097259879",50,KA,55WX6189,Not Fraud,0
03-02-2023,00:10:00,Truck,FTG-686-PLM-433,C-103,Regular,Large,290,110,"13.042660878688794, 77.47580097259879",55,KA,61AB2745,Fraud,180
03-03-2023,06:05:00,Van,FTG-687-HGT-102,B-102,Express,Medium,110,110,"13.042660878688794, 77.47580097259879",48,KA,64CD6489,Not Fraud,0
03-04-2023,11:50:00,Sedan,FTG-688-WSX-872,A-101,Regular,Medium,100,100,"13.042660878688794, 77.47580097259879",60,KA,67EF0323,Not Fraud,0
03-05-2023,18:35:00,SUV,FTG-689-QAZ-542,B-102,Express,Large,130,130,"13.042660878688794, 77.47580097259879",42,KA,70GH2567,Not Fraud,0
03-06-2023,01:20:00,Bus ,FTG-690-RFD-211,C-103,Regular,Large,290,90,"13.042660878688794, 77.47580097259879",57,KA,73IJ8501,Fraud,200
03-07-2023,07:10:00,Car,FTG-340-MNO-890,A-101,Express,Small,60,60,"13.042660878688794, 77.47580097259879",49,KA,76KL2545,Not Fraud,0
03-09-2023,18:50:00,Truck,FTG-693-NBH-121,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",46,KA,82OP0023,Not Fraud,0
03-10-2023,01:35:00,Van,FTG-590-IJK-420,B-102,Regular,Medium,110,110,"13.042660878688794, 77.47580097259879",58,KA,85QR4267,Not Fraud,0
03-11-2023,07:25:00,Sedan,FTG-695-EDC-761,A-101,Express,Medium,100,100,"13.042660878688794, 77.47580097259879",53,KA,88ST8701,Not Fraud,0
03-12-2023,13:20:00,SUV,FTG-160-RST-750,B-102,Regular,Large,130,130,"13.042660878688794, 77.47580097259879",47,KA,91UV2845,Not Fraud,0
3/13/2023,20:05:00,Bus ,FTG-697-PLN-112,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",51,KA,94WX6669,Not Fraud,0
3/14/2023,02:50:00,Car,FTG-698-VFR-872,A-101,Regular,Small,60,60,"13.042660878688794, 77.47580097259879",44,KA,97YZ1113,Not Fraud,0
3/16/2023,14:30:00,Truck,FTG-700-QAZ-116,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",54,KA,05CD6989,Not Fraud,0
3/17/2023,21:15:00,Van,FTG-801-XYZ-130,B-102,Express,Medium,110,100,"13.042660878688794, 77.47580097259879",43,KA,08EF0923,Fraud,10
3/18/2023,04:00:00,Sedan,FTG-802-ABC-612,A-101,Regular,Medium,100,100,"13.042660878688794, 77.47580097259879",56,KA,11GH4967,Not Fraud,0
3/19/2023,09:45:00,SUV,FTG-803-PQR-312,B-102,Express,Large,130,130,"13.042660878688794, 77.47580097259879",50,KA,14IJ8906,Not Fraud,0
3/20/2023,16:30:00,Bus ,FTG-490-XYZ-210,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",45,KA,17KL2945,Not Fraud,0
3/21/2023,22:20:00,Car,FTG-760-PQR-681,A-101,Express,Small,60,60,"13.042660878688794, 77.47580097259879",55,KA,20MN6799,Not Fraud,0
3/23/2023,10:55:00,Truck,FTG-807-JKL-100,C-103,Express,Large,290,100,"13.042660878688794, 77.47580097259879",60,KA,26QR4597,Fraud,190
3/24/2023,16:50:00,Van,FTG-808-UVW-870,B-102,Regular,Medium,110,110,"13.042660878688794, 77.47580097259879",42,KA,29ST8991,Not Fraud,0
3/25/2023,22:35:00,Sedan,FTG-809-RST-540,A-101,Express,Medium,100,100,"13.042660878688794, 77.47580097259879",57,KA,32UV2745,Not Fraud,0
3/26/2023,05:20:00,SUV,FTG-320-ABC-395,B-102,Regular,Large,130,0,"13.042660878688794, 77.47580097259879",49,KA,35WX6178,Fraud,130
3/27/2023,11:10:00,Bus ,FTG-811-QWE-990,C-103,Express,Large,290,130,"13.042660878688794, 77.47580097259879",52,KA,38YZ0623,Fraud,160
3/28/2023,17:00:00,Car,FTG-812-ZXC-611,A-101,Regular,Small,60,60,"13.042660878688794, 77.47580097259879",46,MH,41AB2345,Not Fraud,0
3/30/2023,06:35:00,Truck,FTG-814-KJH-192,C-103,Regular,Large,290,60,"13.042660878688794, 77.47580097259879",53,GA,47EF0123,Fraud,230
3/31/2023,12:30:00,Van,FTG-815-DCV-712,B-102,Express,Medium,110,100,"13.042660878688794, 77.47580097259879",47,MH,50GH4567,Fraud,10
04-01-2023,19:15:00,Sedan,FTG-816-NBH-131,A-101,Regular,Medium,100,60,"13.042660878688794, 77.47580097259879",51,KA,53IJ8501,Fraud,40
04-02-2023,02:00:00,SUV,FTG-817-LKI-112,B-102,Express,Large,130,130,"13.042660878688794, 77.47580097259879",44,KA,56KL2325,Not Fraud,0
04-03-2023,07:45:00,Bus ,FTG-818-UYT-812,C-103,Regular,Large,290,100,"13.042660878688794, 77.47580097259879",59,KA,59MN6729,Fraud,190
04-04-2023,13:35:00,Car,FTG-819-FRD-516,A-101,Express,Small,60,60,"13.042660878688794, 77.47580097259879",54,KA,62OP0183,Not Fraud,0
04-06-2023,02:15:00,Truck,FTG-821-BVC-986,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",56,KA,02OP8906,Not Fraud,0
04-07-2023,08:05:00,Van,FTG-822-XSW-615,B-102,Regular,Medium,110,110,"13.042660878688794, 77.47580097259879",50,KA,05QR2343,Not Fraud,0
04-08-2023,13:55:00,Sedan,FTG-823-NMK-365,A-101,Express,Medium,100,100,"13.042660878688794, 77.47580097259879",45,AP,01AB1234,Not Fraud,0
04-09-2023,20:40:00,SUV,FTG-824-CDE-095,B-102,Regular,Large,130,130,"13.042660878688794, 77.47580097259879",55,AP,02CD5678,Not Fraud,0
04-10-2023,04:30:00,Bus ,FTG-825-VBN-744,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",48,AP,03EF9101,Not Fraud,0
01-11-2023,00:40:00,Car,FTG-826-PLM-434,A-101,Regular,Small,60,60,"13.042660878688794, 77.47580097259879",60,AP,04GH1122,Not Fraud,0
1/13/2023,14:20:00,Truck,FTG-828-WSX-874,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",62,AP,06KL5566,Not Fraud,0
1/14/2023,20:15:00,Van,FTG-829-QAZ-544,B-102,Express,Medium,110,0,"13.042660878688794, 77.47580097259879",38,AP,07MN7788,Fraud,110
1/15/2023,03:05:00,Sedan,FTG-830-LPO-214,A-101,Regular,Medium,100,60,"13.042660878688794, 77.47580097259879",65,AP,08OP9900,Fraud,40
1/16/2023,09:50:00,SUV,FTG-831-ZAS-982,B-102,Express,Large,130,100,"13.042660878688794, 77.47580097259879",42,AP,09QR1122,Fraud,30
1/17/2023,15:35:00,Bus ,FTG-832-IXC-645,C-103,Regular,Large,290,90,"13.042660878688794, 77.47580097259879",55,AP,10ST3344,Fraud,200
1/18/2023,22:25:00,Car,FTG-833-JOP-325,A-101,Express,Small,60,0,"13.042660878688794, 77.47580097259879",48,AP,11UV5566,Fraud,60
1/20/2023,10:00:00,Truck,FTG-388-WSX-973,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",58,AP,13YZ9900,Not Fraud,0
1/21/2023,15:45:00,Van,FTG-395-EDC-773,B-102,Regular,Medium,110,110,"13.042660878688794, 77.47580097259879",46,AP,14AA1122,Not Fraud,0
1/22/2023,21:30:00,Sedan,FTG-670-DEF-850,A-101,Express,Medium,100,100,"13.042660878688794, 77.47580097259879",53,AP,15BB3344,Not Fraud,0
1/23/2023,04:15:00,SUV,FTG-416-NBH-413,B-102,Regular,Large,130,130,"13.042660878688794, 77.47580097259879",47,AP,16CC5566,Not Fraud,0
1/24/2023,10:05:00,Bus ,FTG-409-RST-512,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",51,AP,17DD7788,Not Fraud,0
1/25/2023,16:00:00,Car,FTG-423-NMK-342,A-101,Regular,Small,60,60,"13.042660878688794, 77.47580097259879",44,AP,18EE9900,Not Fraud,0
1/27/2023,05:35:00,Truck,FTG-430-LPO-322,C-103,Regular,Large,290,60,"13.042660878688794, 77.47580097259879",54,AP,20GG3344,Fraud,230
1/28/2023,11:25:00,Van,FTG-437-NJI-122,B-102,Express,Medium,110,110,"13.042660878688794, 77.47580097259879",43,AP,21HH5566,Not Fraud,0
1/29/2023,17:15:00,Sedan,FTG-444-MKH-092,A-101,Regular,Medium,100,100,"13.042660878688794, 77.47580097259879",56,AP,22II7788,Not Fraud,0
1/30/2023,00:05:00,SUV,FTG-451-YUI-978,B-102,Express,Large,130,130,"13.042660878688794, 77.47580097259879",52,AP,23JJ9900,Not Fraud,0
1/31/2023,06:00:00,Bus ,FTG-458-VFR-878,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",45,AP,24KK1122,Not Fraud,0
02-01-2023,11:45:00,Car,FTG-465-LKJ-768,A-101,Express,Small,60,60,"13.042660878688794, 77.47580097259879",57,AP,25LL3344,Not Fraud,0
02-03-2023,01:15:00,Truck,FTG-479-RFD-544,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",60,AP,27NN7788,Not Fraud,0
02-04-2023,07:05:00,Van,FTG-486-PLM-414,B-102,Regular,Medium,110,110,"13.042660878688794, 77.47580097259879",41,AP,28OO9900,Not Fraud,0
02-05-2023,13:00:00,Sedan,FTG-493-NBH-123,A-101,Express,Medium,100,60,"13.042660878688794, 77.47580097259879",63,AP,29PP1122,Fraud,40
02-06-2023,19:45:00,SUV,FTG-500-QAZ-223,B-102,Regular,Large,130,130,"13.042660878688794, 77.47580097259879",39,AP,30QQ3344,Not Fraud,0
02-07-2023,02:30:00,Bus ,FTG-507-JKL-185,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",66,AP,31RR5566,Not Fraud,0
02-08-2023,08:20:00,Car,FTG-514-KJH-194,A-101,Regular,Small,60,60,"13.042660878688794, 77.47580097259879",43,AP,32SS7788,Not Fraud,0
02-10-2023,20:05:00,Truck,FTG-230-HGT-120,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",37,AP,34UU1122,Not Fraud,0
02-11-2023,02:55:00,Van,FTG-615-DCV-753,B-102,Express,Medium,110,110,"13.042660878688794, 77.47580097259879",54,AP,35VV3344,Not Fraud,0
02-12-2023,08:40:00,Sedan,FTG-480-UVW-692,A-101,Regular,Medium,100,100,"13.042660878688794, 77.47580097259879",46,AP,36WW5566,Not Fraud,0
